"Nutrient Modeling (Hypoxia Task Force Search)"
"Search Criteria: Year = 2020; EPA Region = 04; Include all nitrogen loads; Include all phosphorus loads"

"Year","NPDES Permit Number","FRS ID","SIC Code","NAICS Code","Facility Name","City","State","ZIP Code","County","FIPS Code","EPA Region","Facility Type Indicator","Permit Type","Major/Non-Major Status","HUC 12 Code","Total Facility Design Flow (MGD)","Actual Average Facility Flow (MGD)","Facility Latitude","Facility Longitude","Nutrient Type","Total Pounds (lb/yr)","Total Annual Flow (MGal/yr)","Max Allowable Load (kg/yr)","Load Over Limit","Avg Concentration","Data Source for Concentration","Data Source for Flow","Discharges to Impaired Water Bodies","Discharges Pollutants Contributing to Water Body Impairment"
2020,"AL0001597","110000741234","2869","","E I DUPONT DE NEMOURS - AGRICULTURAL PRODUCTS","AXIS","AL","36505-4360","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040401",,,"30.954444","-88.018889","Nitrogen",3057.4795482,494.088145454545454545454545454545454545,,0,1.1,"DMR Data","DMR Data","Y",""
2020,"AL0001597","110000741234","2869","","E I DUPONT DE NEMOURS - AGRICULTURAL PRODUCTS","AXIS","AL","36505-4360","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040401",,,"30.954444","-88.018889","Phosphorus",1896.79999999999986068004,494.088145454545454545454545454545454545,,0,3.99002290885590674130187301875204035685,"DMR Data","DMR Data","Y",""
2020,"AL0001767","110000367166","3312","","EMPIRE COKE COMPANY","TUSCALOOSA","AL","35404-1100","TUSCALOOSA","01125","04","NON-POTW","NPDES Individual Permit","Non-Major","031601120505",,,"33.24294","-87.49729","Nitrogen",3912.050979372322483616744593548387096778,278.985,326.004248281026873634728716129032258066,,1.59541888814871692960327268078578429284,"Modeled","DMR Data","",""
2020,"AL0001945","110037311263","2812","","OLIN CORP","MCINTOSH","AL","36553-6609","WASHINGTON","01129","04","NON-POTW","NPDES Individual Permit","Major","031602030802",,,"31.263889","-87.99445","Phosphorus",4867.6814699625,45680.44,,0,2.18,"DMR Data","DMR Data","Y",""
2020,"AL0001961","110000741243","2819","","AKZO NOBEL FUNCTIONAL CHEMICALS","AXIS","AL","36505-4313","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040105",,,"30.969439","-88.0175","Nitrogen",8806.39999999999935316992,929.5292,,0,2.05229413882382340923975109699557808725,"DMR Data","DMR Data","Y",""
2020,"AL0001961","110000741243","2819","","AKZO NOBEL FUNCTIONAL CHEMICALS","AXIS","AL","36505-4313","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040105",,,"30.969439","-88.0175","Phosphorus",2567.39999999999981142447,929.5292,,0,1.27031551995853059318180367078575674437,"DMR Data","DMR Data","Y",""
2020,"AL0001970","110010319994","2879","","SYNGENTA","BUCKS","AL","36512","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Non-Major","031602040105",,,"30.975","-88.021389","Nitrogen",178.431870456,35.856,,0,.193,"DMR Data","DMR Data","Y",""
2020,"AL0001970","110010319994","2879","","SYNGENTA","BUCKS","AL","36512","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Non-Major","031602040105",,,"30.975","-88.021389","Phosphorus",508.323477100645161290322580645161290325,35.856,42.3602897583870967741935483870967741938,,2.16611783154121863799283154121863799284,"Modeled","DMR Data","Y",""
2020,"AL0002020","110006549253","1422","","VULCAN CONSTRUCTION MATERIALS - GLENCOE QUARRY","GLENCOE","AL","35905-1012","ETOWAH","01055","04","NON-POTW","NPDES Individual Permit","Non-Major","031501060203",,,"33.946073","-85.92764","Nitrogen",1475.65449993465,182.6825,,0,.5316666666666666666666666666666666666667,"DMR Data","DMR Data","",""
2020,"AL0002020","110006549253","1422","","VULCAN CONSTRUCTION MATERIALS - GLENCOE QUARRY","GLENCOE","AL","35905-1012","ETOWAH","01055","04","NON-POTW","NPDES Individual Permit","Non-Major","031501060203",,,"33.946073","-85.92764","Phosphorus",0,182.6825,,0,0,"DMR Data","DMR Data","",""
2020,"AL0002119","110000368209","2077","","KOCH FOODS - GADSDEN","GADSDEN","AL","35903","ETOWAH","01055","04","NON-POTW","NPDES Individual Permit","Non-Major","031501060309",,,"33.973172","-85.974467","Nitrogen",331353.25605837,546.586,34226.179399125,0,41.89,"DMR Data","DMR Data","Y","Y"
2020,"AL0002119","110000368209","2077","","KOCH FOODS - GADSDEN","GADSDEN","AL","35903","ETOWAH","01055","04","NON-POTW","NPDES Individual Permit","Non-Major","031501060309",,,"33.973172","-85.974467","Phosphorus",31504.6474761642476987578815,546.586,4087.64166666666636642938625,0,2.19926938553319843238623757350180469894,"DMR Data","DMR Data","Y","Y"
2020,"AL0002178","110000719697","9711","","US ARMY AVIATION CENTER OF EXCELLENCE & FT RUCKER FIRING RNG","FORT RUCKER","AL","36362","DALE","01045","04","FEDERAL","NPDES Individual Permit","Non-Major","031402010903",,,"31.337222","-85.733889","Nitrogen",5076.000656657608695652173913043478260875,255.5,423.00005472146739130434782608695652174,,2.38043478260869565217391304347826086957,"Modeled","DMR Data","Y",""
2020,"AL0002178","110000719697","9711","","US ARMY AVIATION CENTER OF EXCELLENCE & FT RUCKER FIRING RNG","FORT RUCKER","AL","36362","DALE","01045","04","FEDERAL","NPDES Individual Permit","Non-Major","031402010903",,,"31.337222","-85.733889","Phosphorus",701.5542825375,255.5,58.462856878125,,.329,"Modeled","DMR Data","Y",""
2020,"AL0002241","110055492710","2015","","JCG FOODS OF ALABAMA","COLLINSVILLE","AL","35961","DEKALB","01049","04","NON-POTW","NPDES Individual Permit","Non-Major","031501060102",,,"34.294488","-85.881696","Nitrogen",72666.985825035,517.519,28902.48910605,0,9.555,"DMR Data","DMR Data","Y","Y"
2020,"AL0002241","110055492710","2015","","JCG FOODS OF ALABAMA","COLLINSVILLE","AL","35961","DEKALB","01049","04","NON-POTW","NPDES Individual Permit","Non-Major","031501060102",,,"34.294488","-85.881696","Phosphorus",98508.9589684515,517.519,,0,10.31722222222222222222222222222222222222,"DMR Data","DMR Data","Y",""
2020,"AL0002313","110009121486","1422","","CHILDERSBURG QUARRY","CHILDERSBURG","AL","35044","TALLADEGA","01121","04","NON-POTW","NPDES Individual Permit","Non-Major","031501070105",,,"33.2358","-86.358898","Nitrogen",2297.01555405,511,,0,.2675,"DMR Data","DMR Data","",""
2020,"AL0002313","110009121486","1422","","CHILDERSBURG QUARRY","CHILDERSBURG","AL","35044","TALLADEGA","01121","04","NON-POTW","NPDES Individual Permit","Non-Major","031501070105",,,"33.2358","-86.358898","Phosphorus",0,511,,0,0,"DMR Data","DMR Data","",""
2020,"AL0002658","110000368851","3471","","US ARMY ANNISTON ARMY DEPOT","ANNISTON","AL","36201-4199","CALHOUN","01015","04","FEDERAL","NPDES Individual Permit","Major","031501060407",,,"33.659439","-85.969439","Nitrogen",77469.41588887494,12233.485648,,0,1.495875,"DMR Data","DMR Data","Y",""
2020,"AL0002658","110000368851","3471","","US ARMY ANNISTON ARMY DEPOT","ANNISTON","AL","36201-4199","CALHOUN","01015","04","FEDERAL","NPDES Individual Permit","Major","031501060407",,,"33.659439","-85.969439","Phosphorus",1486.38833428869,6116.742824,,0,.2965089285714285714285714285714285714283,"DMR Data","DMR Data","Y",""
2020,"AL0002666","110000589729","2819","","HONEYWELL - UOP LLC","CHICKASAW","AL","36611-2203","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040305",,,"30.758831","-88.059471","Nitrogen",10476.019999999999230536331,1154.984602,6083.3333333333328865125,0,2.52110377288852622599161271000087578572,"DMR Data","DMR Data","Y",""
2020,"AL0002666","110000589729","2819","","HONEYWELL - UOP LLC","CHICKASAW","AL","36611-2203","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040305",,,"30.758831","-88.059471","Phosphorus",837.499999999999938485625,1154.984602,1520.833333333333221628125,0,.20137328681116432731130079137517964082,"DMR Data","DMR Data","Y",""
2020,"AL0002674","110043808742","2631","","INTERNATIONAL PAPER - PINE HILL MILL","PINE HILL","AL","36769","WILCOX","01131","04","NON-POTW","NPDES Individual Permit","Major","031502030805",,,"31.969744","-87.480695","Nitrogen",431222.308146,7860.928,,0,4.06428571428571428571428571428571428571,"DMR Data","DMR Data","",""
2020,"AL0002674","110043808742","2631","","INTERNATIONAL PAPER - PINE HILL MILL","PINE HILL","AL","36769","WILCOX","01131","04","NON-POTW","NPDES Individual Permit","Major","031502030805",,,"31.969744","-87.480695","Phosphorus",80702.900964,7860.928,,0,1.52857142857142857142857142857142857143,"DMR Data","DMR Data","",""
2020,"AL0002682","110041128703","2611","","GEORGIA-PACIFIC BREWTON LLC","BREWTON","AL","36426","ESCAMBIA","01053","04","NON-POTW","NPDES Individual Permit","Major","031403040404",,,"31.077123","-87.111402","Nitrogen",903096.111123675,17096.045,116556.6847725,0,7.97071863799283154121863799283154121864,"DMR Data","DMR Data","Y",""
2020,"AL0002682","110041128703","2611","","GEORGIA-PACIFIC BREWTON LLC","BREWTON","AL","36426","ESCAMBIA","01053","04","NON-POTW","NPDES Individual Permit","Major","031403040404",,,"31.077123","-87.111402","Phosphorus",144646.8775171875,17096.045,,0,.1854375,"DMR Data","DMR Data","Y",""
2020,"AL0002747","110041965460","2821","","KEMIRA WATER SOLUTIONS INC","MOBILE","AL","36610","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Non-Major","031602040305",,,"30.748056","-88.06416","Nitrogen",347.772810331500671570798022488259471366,8.414612,28.9810675276250559642331685406882892805,,2.65816632381812453972088366368799741234,"Modeled","DMR Data","Y",""
2020,"AL0002747","110041965460","2821","","KEMIRA WATER SOLUTIONS INC","MOBILE","AL","36610","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Non-Major","031602040305",,,"30.748056","-88.06416","Phosphorus",17.065200281157,8.414612,1.42210002342975,,.1775,"Modeled","DMR Data","Y",""
2020,"AL0002755","110000369280","2621","","BOISE WHITE PAPER MILL","JACKSON","AL","36545","CLARKE","01025","04","NON-POTW","NPDES Individual Permit","Major","031602030607",,,"31.492253","-87.898805","Nitrogen",167943.951882,9452.186666666666666666666666666666666667,,0,3.48285714285714285714285714285714285714,"DMR Data","DMR Data","Y",""
2020,"AL0002755","110000369280","2621","","BOISE WHITE PAPER MILL","JACKSON","AL","36545","CLARKE","01025","04","NON-POTW","NPDES Individual Permit","Major","031602030607",,,"31.492253","-87.898805","Phosphorus",45768.777284475,9452.186666666666666666666666666666666667,,0,.535,"DMR Data","DMR Data","Y",""
2020,"AL0002801","110058122259","2621","","KIMBERLY- CLARK CORPORATION","MOBILE","AL","36610","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040403",,,"30.736214","-88.0483","Nitrogen",180393.75372249,3862.6991,,0,3.07785714285714285714285714285714285714,"DMR Data","DMR Data","Y",""
2020,"AL0002801","110058122259","2621","","KIMBERLY- CLARK CORPORATION","MOBILE","AL","36610","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040403",,,"30.736214","-88.0483","Phosphorus",18023.966553222,3862.6991,,0,.0904285714285714285714285714285714285714,"DMR Data","DMR Data","Y",""
2020,"AL0002810","110009691510","2015","","TYSON FOODS INC. HEFLIN PROCESSING PLANT","HEFLIN","AL","36264","CLEBURNE","01029","04","NON-POTW","NPDES Individual Permit","Non-Major","031501081004",,,"33.557778","-85.608889","Nitrogen",0,23.1318,,0,0,"DMR Data","DMR Data","Y",""
2020,"AL0002810","110009691510","2015","","TYSON FOODS INC. HEFLIN PROCESSING PLANT","HEFLIN","AL","36264","CLEBURNE","01029","04","NON-POTW","NPDES Individual Permit","Non-Major","031501081004",,,"33.557778","-85.608889","Phosphorus",0,23.1318,,0,0,"DMR Data","DMR Data","Y",""
2020,"AL0002828","110064120525","2631","","DEMOPOLIS MILL","DEMOPOLIS","AL","36732","MARENGO","01091","04","NON-POTW","NPDES Individual Permit","Major","031602010402",,,"32.453775","-87.977104","Nitrogen",393212.3760747,13941.232,,0,3.60214285714285714285714285714285714286,"DMR Data","DMR Data","Y",""
2020,"AL0002828","110064120525","2631","","DEMOPOLIS MILL","DEMOPOLIS","AL","36732","MARENGO","01091","04","NON-POTW","NPDES Individual Permit","Major","031602010402",,,"32.453775","-87.977104","Phosphorus",59752.8360324,13941.232,,0,1.09428571428571428571428571428571428571,"DMR Data","DMR Data","Y",""
2020,"AL0002879","110000741270","4911","","ALABAMA POWER COMPANY","BUCKS","AL","36512","MOBILE","01097","04","NON-POTW","NPDES Individual Permit","Major","031602040106",,,"31.0043","-88.0141","Phosphorus",104396.5496406,161147.8454545454545454545454545454545455,,0,.1448315412186379928315412186379928315412,"DMR Data","DMR Data","",""
2020,"AL0002887","110000368183","4911","","ALABAMA POWER COMPANY PLANT GADSDEN","GADSDEN","AL","35903-1109","ETOWAH","01055","04","NON-POTW","NPDES Individual Permit","Major","031501060204",,,"34.01272","-85.97005","Nitrogen",399.519999999999970655256,6592.655,,0,.20824807819448389699059662011294725842,"DMR Data","DMR Data","Y","Y"
2020,"AL0002887","110000368183","4911","","ALABAMA POWER COMPANY PLANT GADSDEN","GADSDEN","AL","35903-1109","ETOWAH","01055","04","NON-POTW","NPDES Individual Permit","Major","031501060204",,,"34.01272","-85.97005","Phosphorus",1.859999999999999863383,6592.655,1784.759999999999868909378,0,.0163389482128866906448901164885312837757,"DMR Data","DMR Data","Y","Y"
2020,"AL0002909","110000367380","4911","","GORGAS STEAM PLANT","PARRISH","AL","35580-5715","WALKER","01127","04","NON-POTW","NPDES Individual Permit","Major","031601090604",,,"33.644855","-87.19986","Phosphorus",88.14632148,1317.13147,,0,.1355268817204301075268817204301075268818,"DMR Data","DMR Data","Y",""
2020,"AL0002917","110000608398","4911","","GREENE COUNTY STEAM PLANT","FORKLAND","AL","36740","GREENE","01063","04","NON-POTW","NPDES Individual Permit","Major","031601130806",,225,"32.6023","-87.7859","Nitrogen",641.31428571428566718118,104093.109086,,0,.1160048409089889935693362980710060142603,"DMR Data","DMR Data","",""
