"Nutrient Modeling (Hypoxia Task Force Search)"
"Search Criteria: Year = 2020; EPA Region = 10; Include all nitrogen loads; Include all phosphorus loads"

"Year","NPDES Permit Number","FRS ID","SIC Code","NAICS Code","Facility Name","City","State","ZIP Code","County","FIPS Code","EPA Region","Facility Type Indicator","Permit Type","Major/Non-Major Status","HUC 12 Code","Total Facility Design Flow (MGD)","Actual Average Facility Flow (MGD)","Facility Latitude","Facility Longitude","Nutrient Type","Total Pounds (lb/yr)","Total Annual Flow (MGal/yr)","Max Allowable Load (kg/yr)","Load Over Limit","Avg Concentration","Data Source for Concentration","Data Source for Flow","Discharges to Impaired Water Bodies","Discharges Pollutants Contributing to Water Body Impairment"
2020,"AK0020648","110064071506","4952","221320","USCG INTEGRATED SUPPORT COMMAND KODIAK","KODIAK","AK","99615","KODIAK ISLAND","02150","10","FEDERAL","NPDES Individual Permit","Non-Major","",,1.5,"57.73833","-152.503763","Nitrogen",15134.71554293139,125.6183,1261.2262952442825,,14.436,"Modeled","DMR Data","",""
2020,"AK0020648","110064071506","4952","221320","USCG INTEGRATED SUPPORT COMMAND KODIAK","KODIAK","AK","99615","KODIAK ISLAND","02150","10","FEDERAL","NPDES Individual Permit","Non-Major","",,1.5,"57.73833","-152.503763","Phosphorus",2539.227005055405,125.6183,211.60225042128375,,2.422,"Modeled","DMR Data","",""
2020,"AK0021245","110064041923","4952","","HOMER PUBLIC WORKS DEPARTMENT AND WWTP","HOMER","AK","99603","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Major","",.88,.37,"59.641663","-151.532203","Nitrogen",18950.4576405837,157.289,1579.204803381975,,14.436,"Modeled","DMR Data","",""
2020,"AK0021245","110064041923","4952","","HOMER PUBLIC WORKS DEPARTMENT AND WWTP","HOMER","AK","99603","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Major","",.88,.37,"59.641663","-151.532203","Phosphorus",3179.41316192115,157.289,264.9510968267625,,2.422,"Modeled","DMR Data","",""
2020,"AK0021377","110010679391","","","KENAI STP","KENAI","AK","99611","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Major","",,,"60.553368","-151.276299","Nitrogen",21355.2738356517,177.249,1779.606152970975,,14.436,"Modeled","DMR Data","",""
2020,"AK0021377","110010679391","","","KENAI STP","KENAI","AK","99611","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Major","",,,"60.553368","-151.276299","Phosphorus",3582.88121570715,177.249,298.5734346422625,,2.422,"Modeled","DMR Data","",""
2020,"AK0021385","110000761453","4952","221320","HAINES WWTP","HAINES","AK","99827","HAINES","02100","10","POTW","NPDES Individual Permit","Major","",.15,,"59.233576","-135.459023","Nitrogen",12900.5858760975,107.075,1075.048823008125,,14.436,"Modeled","DMR Data","",""
2020,"AK0021385","110000761453","4952","221320","HAINES WWTP","HAINES","AK","99827","HAINES","02100","10","POTW","NPDES Individual Permit","Major","",.15,,"59.233576","-135.459023","Phosphorus",2164.39588472625,107.075,180.3663237271875,,2.422,"Modeled","DMR Data","",""
2020,"AK0021393","110010112396","4952","","NORTH POLE WWTP","NORTH POLE","AK","99705","FAIRBANKS NORTH STAR","02090","10","POTW","NPDES Individual Permit","Non-Major","",.5,.364,"64.74457","-147.36421","Nitrogen",7586.1348558345,62.965,632.177904652875,,14.436,"Modeled","DMR Data","",""
2020,"AK0021393","110010112396","4952","","NORTH POLE WWTP","NORTH POLE","AK","99705","FAIRBANKS NORTH STAR","02090","10","POTW","NPDES Individual Permit","Non-Major","",.5,.364,"64.74457","-147.36421","Phosphorus",1272.76382798775,62.965,106.0636523323125,,2.422,"Modeled","DMR Data","",""
2020,"AK0021431","110010112403","","","VALDEZ WWTP","VALDEZ","AK","99686","VALDEZ-CORDOVA","02261","10","POTW","NPDES Individual Permit","Major","",,,"61.119553","-146.26664","Nitrogen",38724.7733525835,325.29,3227.064446048625,,14.2955,"Modeled","DMR Data","",""
2020,"AK0021431","110010112403","","","VALDEZ WWTP","VALDEZ","AK","99686","VALDEZ-CORDOVA","02261","10","POTW","NPDES Individual Permit","Major","",,,"61.119553","-146.26664","Phosphorus",6624.35655135975,325.29,552.0297126133125,,2.43675,"Modeled","DMR Data","",""
2020,"AK0021440","110039716144","4952","221320","CHARCOAL POINT WWTP","KETCHIKAN","AK","99901","KETCHIKAN GATEWAY","02130","10","POTW","NPDES Individual Permit","Major","",5.985,,"55.356953","-131.696465","Nitrogen",130068.1030572,1168,10839.0085881,,13.343,"Modeled","Modeled","",""
2020,"AK0021440","110039716144","4952","221320","CHARCOAL POINT WWTP","KETCHIKAN","AK","99901","KETCHIKAN GATEWAY","02130","10","POTW","NPDES Individual Permit","Major","",5.985,,"55.356953","-131.696465","Phosphorus",23775.4705356,1168,1981.2892113,,2.439,"Modeled","Modeled","",""
2020,"AK0021458","110000760917","4952","","PETERSBURG WWTP","PETERSBURG","AK","99833","PETERSBURG","02280","10","POTW","NPDES Individual Permit","Major","",1.2,,"56.817036","-132.932961","Nitrogen",20428.7689989747,169.559,1702.397416581225,,14.436,"Modeled","DMR Data","",""
2020,"AK0021458","110000760917","4952","","PETERSBURG WWTP","PETERSBURG","AK","99833","PETERSBURG","02280","10","POTW","NPDES Individual Permit","Major","",1.2,,"56.817036","-132.932961","Phosphorus",3427.43686031565,169.559,285.6197383596375,,2.422,"Modeled","DMR Data","",""
2020,"AK0021466","110064637898","4952","","WRANGELL WWTP","WRANGELL","AK","99929","WRANGELL","02280","10","POTW","NPDES Individual Permit","Major","",.6,.354,"56.453082","-132.380233","Nitrogen",16293.4730939988,135.236,1357.7894244999,,14.436,"Modeled","DMR Data","",""
2020,"AK0021466","110064637898","4952","","WRANGELL WWTP","WRANGELL","AK","99929","WRANGELL","02280","10","POTW","NPDES Individual Permit","Major","",.6,.354,"56.453082","-132.380233","Phosphorus",2733.6375612126,135.236,227.80313010105,,2.422,"Modeled","DMR Data","",""
2020,"AK0021474","110000759162","4952","221320","SITKA WASTEWATER FACILITY","SITKA","AK","99835","SITKA","02220","10","POTW","NPDES Individual Permit","Major","",1.8,,"57.047024","-135.355698","Nitrogen",40688.09695881,367.4,3390.6747465675,,13.4525,"Modeled","DMR Data","",""
2020,"AK0021474","110000759162","4952","221320","SITKA WASTEWATER FACILITY","SITKA","AK","99835","SITKA","02220","10","POTW","NPDES Individual Permit","Major","",1.8,,"57.047024","-135.355698","Phosphorus",7802.072812485,367.4,650.17273437375,,2.52525,"Modeled","DMR Data","",""
2020,"AK0021547","110010588603","4952","221320","CORDOVA WASTEWATER TREATMENT PLANT","CORDOVA","AK","99574","VALDEZ-CORDOVA","02261","10","POTW","NPDES Individual Permit","Major","",,.319,"60.535843","-145.777899","Nitrogen",9559.7467842618,79.346,796.64556535515,,14.436,"Modeled","DMR Data","",""
2020,"AK0021547","110010588603","4952","221320","CORDOVA WASTEWATER TREATMENT PLANT","CORDOVA","AK","99574","VALDEZ-CORDOVA","02261","10","POTW","NPDES Individual Permit","Major","",,.319,"60.535843","-145.777899","Phosphorus",1603.8865829511,79.346,133.657215245925,,2.422,"Modeled","DMR Data","",""
2020,"AK0021555","110039718847","4952","221320","KODIAK WASTEWATER TREATMENT FACILITY","KODIAK","AK","99615","KODIAK ISLAND","02150","10","POTW","NPDES Individual Permit","Major","",6.2,,"57.805067","-152.355448","Nitrogen",62124.603652125,583.82,5177.05030434375,,12.75,"Modeled","DMR Data","",""
2020,"AK0021555","110039718847","4952","221320","KODIAK WASTEWATER TREATMENT FACILITY","KODIAK","AK","99615","KODIAK ISLAND","02150","10","POTW","NPDES Individual Permit","Major","",6.2,,"57.805067","-152.355448","Phosphorus",12663.6741091665,583.82,1055.306175763875,,2.599,"Modeled","DMR Data","",""
2020,"AK0021890","110010112261","4952","221320","LOWELL POINT WWTP","SEWARD","AK","99664","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Major","",.9,,"60.071918","-149.441915","Nitrogen",19821.4203797694,164.518,1651.78503164745,,14.436,"Modeled","DMR Data","",""
2020,"AK0021890","110010112261","4952","221320","LOWELL POINT WWTP","SEWARD","AK","99664","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Major","",.9,,"60.071918","-149.441915","Phosphorus",3325.5389415213,164.518,277.128245126775,,2.422,"Modeled","DMR Data","",""
2020,"AK0022497","110039730459","4952","","PALMER WWTP","PALMER","AK","99645","MATANUSKA-SUSITNA","02170","10","POTW","NPDES Individual Permit","Non-Major","",.75,,"61.560941","-149.114245","Nitrogen",25772.0151630564,213.908,2147.6679302547,,14.436,"Modeled","DMR Data","",""
2020,"AK0022497","110039730459","4952","","PALMER WWTP","PALMER","AK","99645","MATANUSKA-SUSITNA","02170","10","POTW","NPDES Individual Permit","Non-Major","",.75,,"61.560941","-149.114245","Phosphorus",4323.9000225078,213.908,360.32500187565,,2.422,"Modeled","DMR Data","",""
2020,"AK0022543","110010112289","","","EAGLE RIVER WWTP","EAGLE RIVER","AK","99577","ANCHORAGE","02020","10","POTW","NPDES Individual Permit","Major","",,,"61.322225","-149.592826","Nitrogen",51444.70942865625,483.455,4287.0591190546875,,12.75,"Modeled","DMR Data","",""
2020,"AK0022543","110010112289","","","EAGLE RIVER WWTP","EAGLE RIVER","AK","99577","ANCHORAGE","02020","10","POTW","NPDES Individual Permit","Major","",,,"61.322225","-149.592826","Phosphorus",10486.650965104125,483.455,873.88758042534375,,2.599,"Modeled","DMR Data","",""
2020,"AK0022551","110000523595","4952","221320","JOHN M ASPLUND WASTE WATER CONTROL FACILITY","ANCHORAGE","AK","99502","ANCHORAGE","02020","10","POTW","NPDES Individual Permit","Major","",58,,"61.196425","-150.023509","Nitrogen",1111066.2523357551,9798.822,92588.854361312925,,13.586,"Modeled","DMR Data","",""
2020,"AK0022551","110000523595","4952","221320","JOHN M ASPLUND WASTE WATER CONTROL FACILITY","ANCHORAGE","AK","99502","ANCHORAGE","02020","10","POTW","NPDES Individual Permit","Major","",58,,"61.196425","-150.023509","Phosphorus",166749.89610721365,9798.822,13895.8246756011375,,2.039,"Modeled","DMR Data","",""
2020,"AK0022951","110009005030","","221320","MENDENHALL VALLEY WWTP","JUNEAU","AK","99801","JUNEAU","02110","10","POTW","NPDES Individual Permit","Major","",,,"58.361964","-134.597119","Nitrogen",79020.46978875,742.6,6585.0391490625,,12.75,"Modeled","DMR Data","",""
2020,"AK0022951","110009005030","","221320","MENDENHALL VALLEY WWTP","JUNEAU","AK","99801","JUNEAU","02110","10","POTW","NPDES Individual Permit","Major","",,,"58.361964","-134.597119","Phosphorus",16107.780469095,742.6,1342.31503909125,,2.599,"Modeled","DMR Data","",""
2020,"AK0023213","110010680423","","","JUNEAU DOUGLAS WASTEWATER TREATMENT PLANT","JUNEAU","AK","99801","JUNEAU","02110","10","POTW","NPDES Individual Permit","Major","",,,"58.285954","-134.385383","Nitrogen",40050.971715006,352.57,3337.5809762505,,13.7335,"Modeled","DMR Data","",""
2020,"AK0023213","110010680423","","","JUNEAU DOUGLAS WASTEWATER TREATMENT PLANT","JUNEAU","AK","99801","JUNEAU","02110","10","POTW","NPDES Individual Permit","Major","",,,"58.285954","-134.385383","Phosphorus",7381.612121562,352.57,615.1343434635,,2.49575,"Modeled","DMR Data","",""
2020,"AK0023248","110064041834","","","ALYESKA PIPELINE VALDEZ MARINE TERMINAL","VALDEZ","AK","99686","VALDEZ-CORDOVA","02261","10","NON-POTW","NPDES Individual Permit","Major","",,,"61.084857","-146.388531","Phosphorus",0,351.07746099999999998527695,,0,0,"DMR Data","DMR Data","",""
2020,"AK0023451","110039716117","4952","221320","GOLDEN HEART UTILITIES WWTP","FAIRBANKS","AK","99709","FAIRBANKS NORTH STAR","02090","10","POTW","NPDES Individual Permit","Major","",11.2,8,"64.802789","-147.773913","Nitrogen",269035.083698535,2372.7,22419.59030821125,,13.586,"Modeled","DMR Data","",""
2020,"AK0023451","110039716117","4952","221320","GOLDEN HEART UTILITIES WWTP","FAIRBANKS","AK","99709","FAIRBANKS NORTH STAR","02090","10","POTW","NPDES Individual Permit","Major","",11.2,8,"64.802789","-147.773913","Phosphorus",40377.0451686525,2372.7,3364.753764054375,,2.039,"Modeled","DMR Data","",""
2020,"AK0025402","110039695185","4952","221320","WHITTIER WWTP","WHITTIER","AK","99693","VALDEZ-CORDOVA","","10","POTW","NPDES Individual Permit","Non-Major","",,,"60.77387","-148.6803","Nitrogen",2691.562815522,22.34,224.2969012935,,14.436,"Modeled","DMR Data","",""
2020,"AK0025402","110039695185","4952","221320","WHITTIER WWTP","WHITTIER","AK","99693","VALDEZ-CORDOVA","","10","POTW","NPDES Individual Permit","Non-Major","",,,"60.77387","-148.6803","Phosphorus",451.576970019,22.34,37.63141416825,,2.422,"Modeled","DMR Data","",""
2020,"AK0028657","110064064408","2092","","UNISEA DUTCH HARBOR","DUTCH HARBOR","AK","99692","ALEUTIANS WEST","02013","10","NON-POTW","NPDES Individual Permit","Major","",,,"53.878067","-166.551511","Nitrogen",102003.2667561421337586928728387096774192,1649.036,8500.272229678511146557739403225806451599,,17.90284088987315792304762986997614346661,"Modeled","DMR Data","",""
2020,"AK0028657","110064064408","2092","","UNISEA DUTCH HARBOR","DUTCH HARBOR","AK","99692","ALEUTIANS WEST","02013","10","NON-POTW","NPDES Individual Permit","Major","",,,"53.878067","-166.551511","Phosphorus",32252.9052883998011076569855862293536758,1649.036,2687.742107366650092304748798852446139652,,3.23868485446169841713826922691826283636,"Modeled","DMR Data","",""
2020,"AK0037303","110002003153","2092","311712","TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT","AKUTAN","AK","99553","ALEUTIANS EAST","02013","10","NON-POTW","NPDES Individual Permit","Major","",,,"54.132189","-165.786894","Nitrogen",126307.9587025977942607681017743115087243,2708.9283,10525.663225216482855064008481192625727,,22.66136770966837328741774845490237626957,"Modeled","DMR Data","",""
2020,"AK0037303","110002003153","2092","311712","TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT","AKUTAN","AK","99553","ALEUTIANS EAST","02013","10","NON-POTW","NPDES Individual Permit","Major","",,,"54.132189","-165.786894","Phosphorus",30864.0188039012507087211229281987120164,2708.9283,2572.001566991770892393426910683226001374,,3.68608790384962159943349024858445164757,"Modeled","DMR Data","",""
2020,"AK0043206","110032882735","1031","212231","GREENS CREEK MINE","ANGOON","AK","99820","HOONAH-ANGOON","02110","10","NON-POTW","NPDES Individual Permit","Major","",,3.7,"58.081802","-134.641206","Nitrogen",31125.7784565521612903225806451612903226,588.02,2593.81487137934677419354838709677419355,,6.71792473118279569892473118279569892474,"Modeled","DMR Data","",""
2020,"AK0043451","110055981371","4952","221320","UNALASKA WWTP","UNALASKA","AK","99685","ALEUTIANS WEST","02016","10","POTW","NPDES Individual Permit","Major","",2,,"53.879604","-166.558292","Nitrogen",18984.4335006543,157.571,1582.036125054525,,14.436,"Modeled","DMR Data","",""
2020,"AK0043451","110055981371","4952","221320","UNALASKA WWTP","UNALASKA","AK","99685","ALEUTIANS WEST","02016","10","POTW","NPDES Individual Permit","Major","",2,,"53.879604","-166.558292","Phosphorus",3185.11346207985,157.571,265.4261218399875,,2.422,"Modeled","DMR Data","",""
2020,"AK0047856","110009038086","4952","","GIRDWOOD WWTP","GIRDWOOD","AK","99587","ANCHORAGE","02020","10","POTW","NPDES Individual Permit","Major","",.6,,"60.948824","-149.158161","Nitrogen",21305.1534179589,176.833,1775.429451496575,,14.436,"Modeled","DMR Data","",""
2020,"AK0047856","110009038086","4952","","GIRDWOOD WWTP","GIRDWOOD","AK","99587","ANCHORAGE","02020","10","POTW","NPDES Individual Permit","Major","",.6,,"60.948824","-149.158161","Phosphorus",3574.47226228155,176.833,297.8726885234625,,2.422,"Modeled","DMR Data","",""
2020,"AK0053724","110010111887","4952","221320","SPRING CREEK CORRECTIONAL CENTER","SEWARD","AK","99664","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Non-Major","",.195,.058,"60.092648","-149.335527","Nitrogen",2670.7194687411,24.18218181818181818181818181818181818182,222.559955728425,,14.436,"Modeled","DMR Data","",""
2020,"AK0053724","110010111887","4952","221320","SPRING CREEK CORRECTIONAL CENTER","SEWARD","AK","99664","KENAI PENINSULA","02122","10","POTW","NPDES Individual Permit","Non-Major","",.195,.058,"60.092648","-149.335527","Phosphorus",448.07997736845,24.18218181818181818181818181818181818182,37.3399981140375,,2.422,"Modeled","DMR Data","",""
2020,"AK0053775","110064616330","4952","221320","FRONT COUNTRY WASTEWATER FACILITY DENALI NP","DENALI NATIONAL PARK","AK","99755","DENALI","02068","10","FEDERAL","NPDES Individual Permit","Non-Major","",.11,.06,"63.731763","-148.887599","Nitrogen",0,0,,0,0,"DMR Data","DMR Data","",""
2020,"AK0053775","110064616330","4952","221320","FRONT COUNTRY WASTEWATER FACILITY DENALI NP","DENALI NATIONAL PARK","AK","99755","DENALI","02068","10","FEDERAL","NPDES Individual Permit","Non-Major","",.11,.06,"63.731763","-148.887599","Phosphorus",0,0,,0,0,"DMR Data","DMR Data","",""
2020,"AK0053813","110070816870","4952","","METLAKATLA SEWER TREATMENT PLANT","METLAKATLA","AK","99926","PRINCE-OF-WALES-HYDER","02198","10","POTW","NPDES Individual Permit","Non-Major","",.69,.23,"55.123669","-131.594051","Nitrogen",7105.0511350476,58.972,592.0875945873,,14.436,"Modeled","DMR Data","",""
2020,"AK0053813","110070816870","4952","","METLAKATLA SEWER TREATMENT PLANT","METLAKATLA","AK","99926","PRINCE-OF-WALES-HYDER","02198","10","POTW","NPDES Individual Permit","Non-Major","",.69,.23,"55.123669","-131.594051","Phosphorus",1192.0500034002,58.972,99.33750028335,,2.422,"Modeled","DMR Data","",""
2020,"ID0000213","110001806074","2032","","SENECA FOODS","PAYETTE","ID","83661","PAYETTE","16075","10","NON-POTW","NPDES Individual Permit","Non-Major","170501220905",,,"44.075053","-116.940896","Nitrogen",0,19.427,,0,0,"DMR Data","DMR Data","Y",""
2020,"ID0000213","110001806074","2032","","SENECA FOODS","PAYETTE","ID","83661","PAYETTE","16075","10","NON-POTW","NPDES Individual Permit","Non-Major","170501220905",,,"44.075053","-116.940896","Phosphorus",0,19.427,,0,0,"DMR Data","DMR Data","Y",""
2020,"ID0000230","110000468388","2063","","THE AMALGAMATED SUGAR COMPANY TWIN FALLS","TWIN FALLS","ID","83301","TWIN FALLS","16083","10","NON-POTW","NPDES Individual Permit","Non-Major","170402120607",,,"42.531995","-114.431448","Nitrogen",62531.2212910875,887.6,5210.935107590625,,8.34625,"Modeled","DMR Data","Y","Y"
2020,"ID0000230","110000468388","2063","","THE AMALGAMATED SUGAR COMPANY TWIN FALLS","TWIN FALLS","ID","83301","TWIN FALLS","16083","10","NON-POTW","NPDES Individual Permit","Non-Major","170402120607",,,"42.531995","-114.431448","Phosphorus",3879.8657776149999106076775,887.6,323.322148134583325883973125,,.53911143697587230213247782600490658615,"Modeled","DMR Data","Y","Y"
2020,"ID0000388","110011271649","2011","","INDEPENDENT MEAT COMPANY","TWIN FALLS","ID","83301","TWIN FALLS","16083","10","NON-POTW","NPDES Individual Permit","Non-Major","170402120607",,,"42.532082","-114.443733","Nitrogen",44075.3096085530849840443217971787444176,193.5299,3672.942467379423748670360149764895368133,,27.31638718647490015181347675619024355575,"Modeled","DMR Data","Y","Y"
2020,"ID0000388","110011271649","2011","","INDEPENDENT MEAT COMPANY","TWIN FALLS","ID","83301","TWIN FALLS","16083","10","NON-POTW","NPDES Individual Permit","Non-Major","170402120607",,,"42.532082","-114.443733","Phosphorus",5347.601313348606260951741361700656293125,193.5299,445.633442779050521745978446808388024427,,3.305390123619145699166619022697646085,"Modeled","DMR Data","Y","Y"
2020,"ID0000612","110007048701","2037","","MCCAIN FOODS USA BURLEY FACILITY","BURLEY","ID","83318","CASSIA","16067","10","NON-POTW","NPDES Individual Permit","Major","170402091307",,.04,"42.535437","-113.84516","Nitrogen",62771.386276000052967423857642311180205,1380.98,5230.948856333337747285321470192598350417,,6.06308413416047608598404152806815551278,"Modeled","DMR Data","Y","Y"
2020,"ID0000612","110007048701","2037","","MCCAIN FOODS USA BURLEY FACILITY","BURLEY","ID","83318","CASSIA","16067","10","NON-POTW","NPDES Individual Permit","Major","170402091307",,.04,"42.535437","-113.84516","Phosphorus",79190.99999999999418342105,1380.98,12136.2499999999991085924375,0,6.8016851508954579646695330060031213201,"DMR Data","DMR Data","Y","Y"
2020,"ID0000663","110070157583","4952","221320","BURLEY-HEYBURN INDUSTRIAL PARK WWTP","BURLEY","ID","83318","CASSIA","16031","10","NON-POTW","NPDES Individual Permit","Major","170402091306",,2,"42.546512","-113.771968","Nitrogen",759206.6990767035,556.783,,0,81.74625,"DMR Data","DMR Data","Y","Y"
2020,"ID0000663","110070157583","4952","221320","BURLEY-HEYBURN INDUSTRIAL PARK WWTP","BURLEY","ID","83318","CASSIA","16031","10","NON-POTW","NPDES Individual Permit","Major","170402091306",,2,"42.546512","-113.771968","Phosphorus",87860.99999999999354660955,556.783,10919.5833333333325312899375,0,18.90555708345676419196339883224373721017,"DMR Data","DMR Data","Y","Y"
2020,"ID0000787","110000468627","2011","311611","XL FOUR STAR BEEF","NAMPA","ID","83687","CANYON","16027","10","NON-POTW","NPDES Individual Permit","Major","170501140507",,.85,"43.559908","-116.528195","Nitrogen",0,0,,,27.31638718647490015181347675619024355575,"Modeled","DMR Data","Y",""
2020,"ID0000787","110000468627","2011","311611","XL FOUR STAR BEEF","NAMPA","ID","83687","CANYON","16027","10","NON-POTW","NPDES Individual Permit","Major","170501140507",,.85,"43.559908","-116.528195","Phosphorus",0,0,,,3.305390123619145699166619022697646085,"Modeled","DMR Data","Y",""
2020,"ID0001163","110053991720","2611","","CLEARWATER PAPER CORPORATION","LEWISTON","ID","83501","NEZ PERCE","16069","10","NON-POTW","NPDES Individual Permit","Major","170603061308",,,"46.427","-116.967","Nitrogen",368259.4927133454309094806999363057324842,10155.1,30688.291059445452575790058328025477707,,4.32328755593124238039505110326068011871,"Modeled","DMR Data","Y",""
2020,"ID0001163","110053991720","2611","","CLEARWATER PAPER CORPORATION","LEWISTON","ID","83501","NEZ PERCE","16069","10","NON-POTW","NPDES Individual Permit","Major","170603061308",,,"46.427","-116.967","Phosphorus",82436.3400483,10155.1,,0,.97725,"DMR Data","DMR Data","Y",""
2020,"ID0001198","110000743982","2819","","MONSANTO SODA SPRINGS PLANT","SODA SPRINGS","ID","83276","CARIBOU","16029","10","NON-POTW","NPDES Individual Permit","Non-Major","160102010704",,,"42.687031","-111.5878","Nitrogen",115584.0783229040080374495978922338018983,964.73093299999995176345335,9632.006526908667336454133157686150158175,,14.41474626724315478244448256946187007633,"Modeled","DMR Data","Y","Y"
2020,"ID0001198","110000743982","2819","","MONSANTO SODA SPRINGS PLANT","SODA SPRINGS","ID","83276","CARIBOU","16029","10","NON-POTW","NPDES Individual Permit","Non-Major","160102010704",,,"42.687031","-111.5878","Phosphorus",2496.946603219863094454975771019018602958,964.73093299999995176345335,208.078883601655257871247980918251550247,,.311442778102238429584663154878766432355,"Modeled","DMR Data","Y","Y"
2020,"ID0020001","110011271685","4952","221320","SALMON SEWAGE LAGOON","SALMON","ID","83467","LEMHI","16059","10","POTW","NPDES Individual Permit","Non-Major","170602030404",.45,,"45.190657","-113.889223","Nitrogen",46371.25124919,424.96,3864.2709374325,,13.1715,"Modeled","DMR Data","Y",""
2020,"ID0020001","110011271685","4952","221320","SALMON SEWAGE LAGOON","SALMON","ID","83467","LEMHI","16059","10","POTW","NPDES Individual Permit","Non-Major","170602030404",.45,,"45.190657","-113.889223","Phosphorus",2699.33587623,424.96,,0,.77,"DMR Data","DMR Data","Y",""
